1,2017/08/29,15:31:51,US,-00000.05,  g
2,2017/08/29,15:32:51,ST,+00000.00,  g
3,2017/08/29,15:33:51,ST,+00000.00,  g
4,2017/08/29,15:34:51,ST,+00000.00,  g
5,2017/08/29,15:35:51,ST,+00000.00,  g
6,2017/08/29,15:36:50,ST,+02424.49,  g
7,2017/08/29,15:37:51,ST,+02424.40,  g
8,2017/08/29,15:38:51,US,+02424.45,  g
9,2017/08/29,15:39:50,US,+02424.25,  g
10,2017/08/29,15:40:51,US,+02424.23,  g
11,2017/08/29,15:41:50,ST,+02424.28,  g
12,2017/08/29,15:42:50,ST,+02424.32,  g
13,2017/08/29,15:43:51,US,+02424.28,  g
14,2017/08/29,15:44:50,US,+02424.28,  g
15,2017/08/29,15:45:50,ST,+02424.13,  g
16,2017/08/29,15:46:50,ST,+02424.11,  g
17,2017/08/29,15:47:50,US,+02424.02,  g
18,2017/08/29,15:48:50,ST,+02424.12,  g
19,2017/08/29,15:49:50,US,+02423.93,  g
20,2017/08/29,15:50:50,US,+02423.93,  g
21,2017/08/29,15:51:50,US,+02423.89,  g
22,2017/08/29,15:52:50,ST,+02423.83,  g
23,2017/08/29,15:53:50,US,+02423.76,  g
24,2017/08/29,15:54:50,ST,+02423.71,  g
25,2017/08/29,15:55:50,ST,+02423.69,  g
26,2017/08/29,15:56:50,US,+02423.63,  g
27,2017/08/29,15:57:50,US,+02423.53,  g
28,2017/08/29,15:58:50,US,+02423.35,  g
29,2017/08/29,15:59:50,US,+02423.35,  g
30,2017/08/29,16:00:50,US,+02423.29,  g
31,2017/08/29,16:01:50,US,+02423.23,  g
32,2017/08/29,16:02:50,ST,+02423.12,  g
33,2017/08/29,16:03:50,US,+02423.02,  g
34,2017/08/29,16:04:50,US,+02422.95,  g
35,2017/08/29,16:05:50,US,+02422.94,  g
36,2017/08/29,16:06:50,US,+02422.79,  g
37,2017/08/29,16:07:50,US,+02422.79,  g
38,2017/08/29,16:08:50,ST,+02422.76,  g
39,2017/08/29,16:09:50,ST,+02422.65,  g
40,2017/08/29,16:10:50,ST,+02422.64,  g
41,2017/08/29,16:11:50,US,+02422.56,  g
42,2017/08/29,16:12:50,US,+02422.53,  g
43,2017/08/29,16:13:50,ST,+02422.55,  g
44,2017/08/29,16:14:50,US,+02422.46,  g
45,2017/08/29,16:15:50,ST,+02422.43,  g
46,2017/08/29,16:16:50,ST,+02422.36,  g
47,2017/08/29,16:17:50,ST,+02422.30,  g
48,2017/08/29,16:18:50,US,+02422.21,  g
49,2017/08/29,16:19:50,US,+02422.17,  g
50,2017/08/29,16:20:50,ST,+02422.07,  g
51,2017/08/29,16:21:50,ST,+02422.04,  g
52,2017/08/29,16:22:50,ST,+02421.97,  g
53,2017/08/29,16:23:50,ST,+02421.92,  g
54,2017/08/29,16:24:50,ST,+02421.81,  g
55,2017/08/29,16:25:50,US,+02421.71,  g
56,2017/08/29,16:26:50,ST,+02421.58,  g
57,2017/08/29,16:27:50,US,+02421.51,  g
58,2017/08/29,16:28:50,ST,+02421.42,  g
59,2017/08/29,16:29:50,ST,+02421.35,  g
60,2017/08/29,16:30:50,ST,+02421.24,  g
61,2017/08/29,16:31:50,ST,+02421.17,  g
62,2017/08/29,16:32:50,US,+02421.12,  g
63,2017/08/29,16:33:50,ST,+02420.96,  g
64,2017/08/29,16:34:50,ST,+02420.86,  g
65,2017/08/29,16:35:50,US,+02420.85,  g
66,2017/08/29,16:36:50,US,+02420.72,  g
67,2017/08/29,16:37:50,ST,+02420.67,  g
68,2017/08/29,16:38:50,US,+02420.51,  g
69,2017/08/29,16:39:50,ST,+02420.48,  g
70,2017/08/29,16:40:50,ST,+02420.34,  g
71,2017/08/29,16:41:50,ST,+02420.28,  g
72,2017/08/29,16:42:50,ST,+02420.17,  g
73,2017/08/29,16:43:50,ST,+02420.09,  g
74,2017/08/29,16:44:50,US,+02419.92,  g
75,2017/08/29,16:45:50,US,+02419.79,  g
76,2017/08/29,16:46:50,US,+02419.72,  g
77,2017/08/29,16:47:50,ST,+02419.68,  g
78,2017/08/29,16:48:50,US,+02419.60,  g
79,2017/08/29,16:49:49,ST,+02419.53,  g
80,2017/08/29,16:50:50,ST,+02419.48,  g
81,2017/08/29,16:51:50,US,+02419.39,  g
82,2017/08/29,16:52:49,ST,+02419.30,  g
83,2017/08/29,16:53:50,US,+02419.23,  g
84,2017/08/29,16:54:49,US,+02419.17,  g
85,2017/08/29,16:55:49,ST,+02419.12,  g
86,2017/08/29,16:56:50,ST,+02419.01,  g
87,2017/08/29,16:57:49,ST,+02418.96,  g
88,2017/08/29,16:58:50,ST,+02418.90,  g
89,2017/08/29,16:59:49,US,+02418.80,  g
90,2017/08/29,17:00:49,US,+02418.70,  g
91,2017/08/29,17:01:50,US,+02418.62,  g
92,2017/08/29,17:02:49,ST,+02418.58,  g
93,2017/08/29,17:03:49,US,+02418.52,  g
94,2017/08/29,17:04:49,ST,+02418.42,  g
95,2017/08/29,17:05:49,US,+02418.34,  g
96,2017/08/29,17:06:49,US,+02418.25,  g
97,2017/08/29,17:07:49,US,+02418.12,  g
98,2017/08/29,17:08:49,ST,+02418.09,  g
99,2017/08/29,17:09:49,US,+02417.96,  g
100,2017/08/29,17:10:49,US,+02417.98,  g
101,2017/08/29,17:11:49,US,+02417.87,  g
102,2017/08/29,17:12:49,ST,+02417.79,  g
103,2017/08/29,17:13:49,ST,+02417.71,  g
104,2017/08/29,17:14:49,US,+02417.64,  g
105,2017/08/29,17:15:49,US,+02417.54,  g
106,2017/08/29,17:16:49,US,+02417.39,  g
107,2017/08/29,17:17:49,ST,+02417.37,  g
108,2017/08/29,17:18:49,US,+02417.28,  g
109,2017/08/29,17:19:49,ST,+02417.18,  g
110,2017/08/29,17:20:49,US,+02417.10,  g
111,2017/08/29,17:21:49,US,+02417.03,  g
112,2017/08/29,17:22:49,US,+02416.90,  g
113,2017/08/29,17:23:49,ST,+02416.88,  g
114,2017/08/29,17:24:49,US,+02416.80,  g
115,2017/08/29,17:25:49,ST,+02416.70,  g
116,2017/08/29,17:26:49,ST,+02416.58,  g
117,2017/08/29,17:27:49,ST,+02416.53,  g
118,2017/08/29,17:28:49,US,+02416.44,  g
119,2017/08/29,17:29:49,US,+02416.35,  g
120,2017/08/29,17:30:49,US,+02416.22,  g
121,2017/08/29,17:31:49,ST,+02416.18,  g
122,2017/08/29,17:32:49,US,+02416.07,  g
123,2017/08/29,17:33:49,US,+02415.98,  g
124,2017/08/29,17:34:49,ST,+02415.91,  g
125,2017/08/29,17:35:49,US,+02415.76,  g
126,2017/08/29,17:36:49,ST,+02415.75,  g
127,2017/08/29,17:37:49,US,+02415.63,  g
128,2017/08/29,17:38:49,US,+02415.42,  g
129,2017/08/29,17:39:49,US,+02415.41,  g
130,2017/08/29,17:40:49,US,+02415.37,  g
131,2017/08/29,17:41:49,ST,+02415.20,  g
132,2017/08/29,17:42:49,ST,+02415.21,  g
133,2017/08/29,17:43:49,US,+02415.11,  g
134,2017/08/29,17:44:49,ST,+02415.00,  g
135,2017/08/29,17:45:49,US,+02414.92,  g
136,2017/08/29,17:46:49,US,+02414.85,  g
137,2017/08/29,17:47:49,US,+02414.70,  g
138,2017/08/29,17:48:49,ST,+02414.68,  g
139,2017/08/29,17:49:49,US,+02414.54,  g
140,2017/08/29,17:50:49,US,+02414.49,  g
141,2017/08/29,17:51:49,ST,+02414.38,  g
142,2017/08/29,17:52:49,ST,+02414.31,  g
143,2017/08/29,17:53:49,US,+02414.23,  g
144,2017/08/29,17:54:49,US,+02414.13,  g
145,2017/08/29,17:55:49,ST,+02414.08,  g
146,2017/08/29,17:56:49,ST,+02414.00,  g
147,2017/08/29,17:57:49,US,+02413.88,  g
148,2017/08/29,17:58:49,ST,+02413.81,  g
149,2017/08/29,17:59:49,US,+02413.72,  g
150,2017/08/29,18:00:49,US,+02413.60,  g
151,2017/08/29,18:01:49,ST,+02413.55,  g
152,2017/08/29,18:02:49,ST,+02413.44,  g
153,2017/08/29,18:03:49,ST,+02413.37,  g
154,2017/08/29,18:04:49,US,+02413.28,  g
155,2017/08/29,18:05:48,US,+02413.14,  g
156,2017/08/29,18:06:49,US,+02413.08,  g
157,2017/08/29,18:07:49,ST,+02413.02,  g
