1,2017/08/29,15:33:01,ST,-00000.16,  g
2,2017/08/29,15:34:01,US,+00000.00,  g
3,2017/08/29,15:35:01,US,+00000.00,  g
4,2017/08/29,15:36:01,US,+00000.00,  g
5,2017/08/29,15:37:01,ST,+00000.00,  g
6,2017/08/29,15:38:01,US,-00000.04,  g
7,2017/08/29,15:39:01,US,-00000.03,  g
8,2017/08/29,15:40:01,US,+00000.00,  g
9,2017/08/29,15:41:01,US,+02538.73,  g
10,2017/08/29,15:42:01,US,+02538.56,  g
11,2017/08/29,15:43:01,US,+02538.54,  g
12,2017/08/29,15:44:01,US,+02538.38,  g
13,2017/08/29,15:45:01,US,+02538.52,  g
14,2017/08/29,15:46:01,US,+02538.41,  g
15,2017/08/29,15:47:01,US,+02538.38,  g
16,2017/08/29,15:48:01,US,+02538.63,  g
17,2017/08/29,15:49:01,US,+02538.44,  g
18,2017/08/29,15:50:01,US,+02538.22,  g
19,2017/08/29,15:51:01,US,+02538.24,  g
20,2017/08/29,15:52:01,US,+02538.33,  g
21,2017/08/29,15:53:01,US,+02538.11,  g
22,2017/08/29,15:54:01,US,+02538.20,  g
23,2017/08/29,15:55:01,US,+02538.00,  g
24,2017/08/29,15:56:01,US,+02538.01,  g
25,2017/08/29,15:57:01,US,+02538.08,  g
26,2017/08/29,15:58:01,US,+02537.92,  g
27,2017/08/29,15:59:01,US,+02537.84,  g
28,2017/08/29,16:00:01,US,+02537.46,  g
29,2017/08/29,16:01:01,US,+02537.41,  g
30,2017/08/29,16:02:01,ST,+02537.53,  g
31,2017/08/29,16:03:01,US,+02537.34,  g
32,2017/08/29,16:04:01,US,+02537.15,  g
33,2017/08/29,16:05:00,US,+02537.19,  g
34,2017/08/29,16:06:00,US,+02536.76,  g
35,2017/08/29,16:07:01,US,+02536.90,  g
36,2017/08/29,16:08:01,US,+02536.34,  g
37,2017/08/29,16:09:01,US,+02536.62,  g
38,2017/08/29,16:10:01,US,+02536.54,  g
39,2017/08/29,16:11:01,US,+02536.40,  g
40,2017/08/29,16:12:00,US,+02536.37,  g
41,2017/08/29,16:13:00,US,+02536.32,  g
42,2017/08/29,16:14:00,US,+02536.01,  g
43,2017/08/29,16:15:00,US,+02535.83,  g
44,2017/08/29,16:16:00,US,+02535.98,  g
45,2017/08/29,16:17:00,US,+02535.94,  g
46,2017/08/29,16:18:01,US,+02536.03,  g
47,2017/08/29,16:19:01,US,+02535.70,  g
48,2017/08/29,16:20:00,US,+02535.86,  g
49,2017/08/29,16:21:00,US,+02535.67,  g
50,2017/08/29,16:22:00,US,+02535.44,  g
51,2017/08/29,16:23:00,US,+02535.36,  g
52,2017/08/29,16:24:00,ST,+02535.37,  g
53,2017/08/29,16:25:00,US,+02535.25,  g
54,2017/08/29,16:26:00,US,+02535.28,  g
55,2017/08/29,16:27:00,US,+02535.54,  g
56,2017/08/29,16:28:00,US,+02535.24,  g
57,2017/08/29,16:29:00,US,+02534.90,  g
58,2017/08/29,16:30:00,US,+02534.75,  g
59,2017/08/29,16:31:00,US,+02534.67,  g
60,2017/08/29,16:32:00,US,+02534.61,  g
61,2017/08/29,16:33:00,US,+02534.25,  g
62,2017/08/29,16:34:00,US,+02534.29,  g
63,2017/08/29,16:35:00,US,+02534.16,  g
64,2017/08/29,16:36:00,US,+02534.09,  g
65,2017/08/29,16:37:00,ST,+02533.89,  g
66,2017/08/29,16:38:00,US,+02533.78,  g
67,2017/08/29,16:39:00,US,+02533.71,  g
68,2017/08/29,16:40:00,US,+02533.37,  g
69,2017/08/29,16:41:00,US,+02533.38,  g
70,2017/08/29,16:42:00,US,+02533.13,  g
71,2017/08/29,16:43:00,ST,+02533.14,  g
72,2017/08/29,16:44:00,US,+02532.96,  g
73,2017/08/29,16:45:00,US,+02532.90,  g
74,2017/08/29,16:46:00,US,+02532.72,  g
75,2017/08/29,16:47:00,US,+02532.62,  g
76,2017/08/29,16:48:00,US,+02532.11,  g
77,2017/08/29,16:49:00,US,+02532.43,  g
78,2017/08/29,16:50:00,US,+02532.06,  g
79,2017/08/29,16:51:00,US,+02532.40,  g
80,2017/08/29,16:52:00,US,+02532.06,  g
81,2017/08/29,16:53:00,US,+02532.22,  g
82,2017/08/29,16:54:00,US,+02531.90,  g
83,2017/08/29,16:55:00,US,+02531.86,  g
84,2017/08/29,16:56:00,US,+02531.73,  g
85,2017/08/29,16:57:00,US,+02532.02,  g
86,2017/08/29,16:58:00,US,+02531.74,  g
87,2017/08/29,16:59:00,US,+02531.54,  g
88,2017/08/29,17:00:00,US,+02531.38,  g
89,2017/08/29,17:01:00,US,+02531.60,  g
90,2017/08/29,17:02:00,US,+02531.22,  g
91,2017/08/29,17:03:00,US,+02531.43,  g
